DealID,CompanyID,RepID,CreatedDateKey,LastActivityDateKey,ProductCategory,StageName,StageOrder,Status,DealValueEUR,BaseWinProbability,AdjustedWinProbability
10324,1533,151,20240325,20240712,CRM,Discovery,3,Lost,63483,0.33,0.06
10325,1329,131,20240328,20240502,BI Reporting,Contracting,7,Won,23448,0.38,0.73
10326,1720,129,20240308,20240312,BI Reporting,Prospecting,1,Lost,49188,0.11,0.02
10327,1776,121,20240320,20240327,BI Reporting,Discovery,3,Lost,16584,0.11,0.02
10328,1329,113,20240307,20240322,Analytics,Prospecting,1,Lost,19676,0.38,0.11
10329,1203,141,20240315,20240411,Security,Discovery,3,Lost,6130,0.19,0.02
10330,1414,122,20240320,20240320,HR Tech,Contracting,7,Won,9177,0.35,0.52
10331,1503,105,20240319,20240402,CRM,Qualification,2,Lost,52193,0.36,0.02
10332,1330,106,20240301,20240403,BI Reporting,Prospecting,1,Lost,20863,0.39,0.12
10333,1399,130,20240328,20240403,Security,Discovery,3,Lost,5076,0.29,0.02
10334,1790,147,20240312,20240430,Security,Discovery,3,Lost,18612,0.38,0.02
10335,1852,127,20240305,20240311,CRM,Prospecting,1,Lost,52325,0.05,0.02
10336,1092,155,20240313,20240419,Security,Discovery,3,Lost,12625,0.2,0.02
10337,1922,138,20240306,20240327,BI Reporting,Discovery,3,Lost,75572,0.05,0.02
10338,1657,109,20240326,20240404,Security,Proposal,5,Lost,11571,0.18,0.28
10339,1029,128,20240306,20240409,CRM,Prospecting,1,Lost,7963,0.33,0.06
10340,1193,121,20240326,20240515,Security,Qualification,2,Lost,5405,0.29,0.02
10341,1844,103,20240320,20240611,HR Tech,Contracting,7,Won,293603,0.16,0.45
10342,1537,127,20240305,20240430,Analytics,Discovery,3,Lost,26670,0.05,0.02
10343,1698,119,20240315,20240412,CRM,Qualification,2,Lost,29057,0.25,0.02
10344,1469,106,20240305,20240315,Analytics,Demo,4,Lost,12260,0.43,0.55
10345,1328,135,20240318,20240717,CRM,Prospecting,1,Lost,6849,0.19,0.02
10346,1508,110,20240315,20240430,Analytics,Contracting,7,Won,57430,0.46,0.58
10347,1628,131,20240313,20240813,CRM,Contracting,7,Won,22964,0.34,0.69
10348,1391,154,20240307,20240411,Analytics,Contracting,7,Won,6647,0.16,0.45
10349,1947,106,20240312,20240502,Security,Contracting,7,Won,101242,0.37,0.55
10350,1247,153,20240313,20240410,Security,Prospecting,1,Lost,5900,0.44,0.02
10351,1847,121,20240301,20240325,Analytics,Demo,4,Lost,64365,0.12,0.02
10352,1858,154,20240306,20240402,HR Tech,Demo,4,Lost,42933,0.11,0.2
10353,1146,107,20240319,20240514,BI Reporting,Contracting,7,Won,13066,0.4,0.5
10354,1685,130,20240312,20240328,Security,Contracting,7,Won,23855,0.15,0.45
10355,1585,133,20240319,20240405,Security,Qualification,2,Lost,33426,0.33,0.02
10356,1900,155,20240306,20240509,Security,Qualification,2,Lost,113635,0.17,0.02
10357,1011,135,20240306,20240729,HR Tech,Prospecting,1,Lost,7746,0.09,0.02
10358,1387,122,20240308,20240315,Security,Qualification,2,Lost,6104,0.46,0.07
10359,1798,150,20240325,20240327,HR Tech,Proposal,5,Lost,31608,0.17,0.04
10360,1011,130,20240314,20240322,HR Tech,Contracting,7,Won,1342,0.19,0.54
10361,1786,135,20240327,20240424,HR Tech,Qualification,2,Lost,14223,0.25,0.02
10362,1707,133,20240322,20240424,Analytics,Qualification,2,Lost,24621,0.33,0.06
10363,1118,131,20240306,20240424,CRM,Contracting,7,Won,10207,0.42,0.7
10364,1811,153,20240325,20240430,HR Tech,Discovery,3,Lost,68716,0.14,0.02
10365,1550,109,20240318,20240318,Security,Prospecting,1,Lost,15484,0.16,0.02
10366,1758,155,20240327,20240701,Security,Contracting,7,Won,41096,0.21,0.45
10367,1550,113,20240314,20240523,Security,Qualification,2,Lost,38658,0.38,0.11
10368,1584,151,20240326,20240724,Security,Qualification,2,Lost,27110,0.5,0.11
10369,1123,141,20240313,20240507,HR Tech,Discovery,3,Lost,7741,0.14,0.02
10370,1906,153,20240328,20240529,Analytics,Contracting,7,Won,71338,0.12,0.45
10371,1867,128,20240306,20240429,HR Tech,Contracting,7,Won,86317,0.23,0.58
10372,1531,107,20240304,20240305,CRM,Qualification,2,Lost,50733,0.37,0.1
10373,1112,125,20240308,20240603,CRM,Contracting,7,Won,6746,0.37,0.72
10374,1854,103,20240315,20240326,HR Tech,Qualification,2,Lost,148359,0.4,0.13
10375,1781,105,20240319,20240515,CRM,Proposal,5,Lost,35843,0.4,0.44
10376,1631,122,20240308,20240514,Security,Contracting,7,Won,43711,0.25,0.6
10377,1147,138,20240318,20240522,HR Tech,Demo,4,Lost,5890,0.19,0.23
10378,1043,141,20240326,20241205,BI Reporting,Contracting,7,Won,7281,0.19,0.45
10379,1787,110,20240326,20240514,Analytics,Demo,4,Lost,67507,0.31,0.36
10380,1045,115,20240328,20240404,BI Reporting,Contracting,7,Won,5465,0.55,0.9
10381,1157,155,20240319,20240325,Security,Qualification,2,Lost,7109,0.35,0.08
10382,1180,154,20240322,20240524,Security,Demo,4,Lost,4784,0.16,0.13
10383,1924,110,20240327,20240527,CRM,Prospecting,1,Lost,202580,0.36,0.09
10384,1157,121,20240307,20240403,Security,Qualification,2,Lost,5141,0.25,0.02
10385,1231,105,20240313,20240627,Analytics,Contracting,7,Won,11368,0.48,0.83
10386,1674,115,20240301,20240327,HR Tech,Demo,4,Lost,21658,0.41,0.55
10387,1452,151,20240325,20240408,CRM,Contracting,7,Won,13053,0.44,0.61
10388,1542,130,20240307,20240320,Security,Prospecting,1,Lost,28246,0.08,0.02
10389,1147,109,20240307,20240522,BI Reporting,Demo,4,Lost,3601,0.25,0.4
10390,1115,103,20240307,20240503,CRM,Demo,4,Lost,18432,0.41,0.55
10391,1548,127,20240319,20240924,CRM,Prospecting,1,Lost,15567,0.18,0.02
10392,1956,138,20240327,20240404,Security,Prospecting,1,Lost,64272,0.09,0.02
10393,1147,103,20240313,20240410,CRM,Demo,4,Lost,12656,0.47,0.55
10394,1391,101,20240304,20240411,CRM,Qualification,2,Lost,12219,0.26,0.02
10395,1834,103,20240318,20240507,HR Tech,Contracting,7,Won,248623,0.19,0.49
10396,1878,106,20240312,20240422,Analytics,Contracting,7,Won,299799,0.21,0.46
10397,1037,131,20240328,20240425,BI Reporting,Qualification,2,Lost,22877,0.38,0.11
10398,1021,105,20240320,20240719,HR Tech,Negotiation,6,Lost,23726,0.45,0.55
10399,1396,131,20240321,20240415,Security,Contracting,7,Won,17673,0.38,0.5
10400,1933,124,20240308,20240328,Analytics,Prospecting,1,Lost,149506,0.09,0.02
10401,1628,125,20240321,20240326,Security,Contracting,7,Won,37619,0.18,0.45
10402,1466,131,20240318,20240529,HR Tech,Contracting,7,Won,10018,0.42,0.62
10403,1550,124,20240321,20240611,Security,Contracting,7,Won,29669,0.22,0.57
10404,1294,107,20240325,20240531,Analytics,Qualification,2,Lost,17728,0.54,0.27
10405,1904,112,20240314,20240412,Analytics,Demo,4,Lost,108244,0.07,0.24
10406,1022,138,20240313,20240326,HR Tech,Contracting,7,Won,7598,0.21,0.56
10407,1148,113,20240320,20240412,CRM,Proposal,5,Lost,20071,0.41,0.55
10408,1728,122,20240325,20250814,BI Reporting,Qualification,2,Lost,29875,0.27,0.02
10409,1129,121,20240312,20240418,Security,Qualification,2,Lost,2704,0.34,0.02
10410,1416,155,20240314,20240423,HR Tech,Demo,4,Lost,9844,0.42,0.46
10411,1752,124,20240305,20240313,HR Tech,Qualification,2,Lost,44090,0.28,0.02
10412,1398,155,20240314,20240408,HR Tech,Discovery,3,Lost,8956,0.35,0.02
10413,1334,115,20240320,20240605,HR Tech,Proposal,5,Lost,9361,0.41,0.5
10414,1543,138,20240315,20240412,Analytics,Prospecting,1,Lost,18061,0.24,0.02
10415,1730,110,20240305,20240508,Analytics,Contracting,7,Won,57249,0.3,0.65
10416,1971,110,20240305,20240517,BI Reporting,Proposal,5,Lost,195267,0.29,0.55
10417,1475,153,20240305,20240405,BI Reporting,Prospecting,1,Lost,9688,0.26,0.02
10418,1660,119,20240312,20240422,Security,Demo,4,Lost,28992,0.22,0.26
10419,1145,121,20240305,20240322,HR Tech,Demo,4,Lost,1890,0.36,0.4
10420,1668,128,20240308,20240318,HR Tech,Contracting,7,Lost,34681,0.18,0.3
10421,1853,153,20240327,20241213,BI Reporting,Contracting,7,Won,114017,0.15,0.5
10422,1205,103,20240304,20240411,Analytics,Qualification,2,Lost,16065,0.47,0.2
10423,1912,128,20240305,20240521,Analytics,Qualification,2,Lost,146461,0.11,0.02
10424,1960,121,20240314,20240314,BI Reporting,Demo,4,Lost,68297,0.05,0.02
10425,1966,109,20240326,20240404,HR Tech,Prospecting,1,Lost,41562,0.15,0.02
10426,1212,135,20240322,20240327,HR Tech,Prospecting,1,Lost,5648,0.15,0.02
10427,1177,133,20240301,20241213,Security,Contracting,7,Won,23460,0.31,0.49
10428,1160,141,20240320,20240408,HR Tech,Discovery,3,Lost,5710,0.09,0.02
10429,1821,147,20240325,20240509,Analytics,Qualification,2,Lost,79750,0.14,0.02
10430,1325,122,20240307,20250822,HR Tech,Qualification,2,Lost,7025,0.35,0.02
10431,1757,151,20240322,20240507,Analytics,Prospecting,1,Lost,69979,0.29,0.02
10432,1499,154,20240322,20240411,Security,Qualification,2,Lost,6000,0.19,0.02
10433,1782,154,20240325,20240403,BI Reporting,Prospecting,1,Lost,27386,0.05,0.02
10434,1644,138,20240326,20240529,CRM,Discovery,3,Lost,13180,0.21,0.02
10435,1067,147,20240306,20240325,CRM,Demo,4,Lost,3351,0.36,0.23
10436,1943,101,20240319,20240508,CRM,Prospecting,1,Lost,103451,0.17,0.02
10437,1093,151,20240301,20240404,Security,Negotiation,6,Lost,16688,0.37,0.55
10438,1762,110,20240328,20240403,Analytics,Contracting,7,Won,33959,0.43,0.78
10439,1861,113,20240311,20240502,CRM,Prospecting,1,Lost,195142,0.26,0.02
10440,1932,130,20240301,20240304,Security,Prospecting,1,Lost,78236,0.05,0.02
10441,1849,153,20240320,20240429,HR Tech,Qualification,2,Lost,122270,0.09,0.02
10442,1721,115,20240326,20240404,Analytics,Prospecting,1,Lost,38988,0.36,0.02
10443,1104,113,20240318,20240321,BI Reporting,Discovery,3,Lost,10236,0.42,0.15
10444,1902,153,20240312,20240412,Analytics,Prospecting,1,Lost,81398,0.18,0.02
10445,1122,122,20240325,20240426,BI Reporting,Discovery,3,Lost,13130,0.27,0.02
10446,1163,122,20240328,20240509,BI Reporting,Prospecting,1,Lost,12049,0.2,0.02
10447,1481,131,20240304,20240306,Security,Prospecting,1,Lost,13172,0.47,0.2
10448,1680,106,20240328,20250919,Analytics,Proposal,5,Lost,79584,0.3,0.17
10449,1100,124,20240321,20240503,CRM,Qualification,2,Lost,5221,0.44,0.17
10450,1391,153,20240308,20240605,HR Tech,Qualification,2,Lost,9215,0.32,0.02
10451,1175,125,20240325,20240702,CRM,Prospecting,1,Lost,12603,0.2,0.02
10452,1838,135,20240312,20240410,Security,Discovery,3,Lost,68897,0.08,0.02
10453,1586,129,20240308,20240613,Analytics,Qualification,2,Lost,44316,0.25,0.02
10454,1021,153,20240305,20240412,HR Tech,Contracting,7,Won,14006,0.33,0.5
10455,1353,129,20240318,20240606,Security,Contracting,7,Won,4392,0.37,0.72
10456,1379,153,20240307,20240423,CRM,Contracting,7,Won,5903,0.29,0.57
10457,1640,107,20240325,20240419,Security,Contracting,7,Won,64392,0.33,0.68
10458,1939,121,20240318,20240409,Analytics,Discovery,3,Lost,47272,0.05,0.02
10459,1810,154,20240304,20240306,Analytics,Prospecting,1,Lost,61017,0.05,0.02
10460,1729,113,20240320,20240430,CRM,Prospecting,1,Lost,43246,0.36,0.02
10461,1819,130,20240322,20240328,HR Tech,Prospecting,1,Lost,41045,0.08,0.02
10462,1913,130,20240319,20240516,BI Reporting,Prospecting,1,Lost,67376,0.05,0.02
10463,1374,109,20240308,20240312,Security,Prospecting,1,Lost,2573,0.22,0.02
10464,1287,127,20240318,20240715,BI Reporting,Contracting,7,Won,1192,0.36,0.64
10465,1327,125,20240306,20240327,Analytics,Qualification,2,Lost,3852,0.39,0.12
10466,1245,131,20240315,20240531,Security,Contracting,7,Won,13621,0.44,0.79
10467,1444,124,20240312,20240701,Security,Negotiation,6,Lost,3662,0.43,0.55
10468,1768,112,20240326,20240404,HR Tech,Demo,4,Lost,20258,0.35,0.55
10469,1565,115,20240306,20240828,CRM,Qualification,2,Lost,28562,0.4,0.13
10470,1949,151,20240314,20240510,BI Reporting,Contracting,7,Won,102799,0.33,0.45
10471,1588,138,20240314,20240328,CRM,Prospecting,1,Lost,19919,0.1,0.02
10472,1205,121,20240322,20240506,HR Tech,Prospecting,1,Lost,4113,0.25,0.02
10473,1037,121,20240314,20240426,Security,Discovery,3,Lost,6708,0.16,0.02
10474,1344,121,20240313,20240524,Security,Contracting,7,Won,7579,0.14,0.49
10475,1875,127,20240311,20240408,HR Tech,Demo,4,Lost,66685,0.08,0.02
10476,1351,135,20240301,20240322,Analytics,Discovery,3,Lost,3836,0.18,0.02
10477,1268,138,20240327,20240429,BI Reporting,Prospecting,1,Lost,2580,0.22,0.02
10478,1289,125,20240319,20240603,Security,Qualification,2,Lost,4364,0.44,0.17
10479,1461,154,20240311,20240319,CRM,Prospecting,1,Lost,7598,0.14,0.02
10480,1936,133,20240314,20240315,Security,Contracting,7,Won,233376,0.16,0.45
10481,1117,153,20240430,20240604,CRM,Proposal,5,Lost,5105,0.36,0.4
10482,1781,147,20240424,20240910,CRM,Prospecting,1,Lost,30922,0.24,0.02
10483,1182,105,20240403,20241029,Security,Contracting,7,Won,7128,0.58,0.71
10484,1586,107,20240422,20240516,Analytics,Proposal,5,Lost,71044,0.37,0.24
10485,1885,105,20240429,20240917,CRM,Contracting,7,Won,102528,0.23,0.53
10486,1014,138,20240423,20240708,Security,Contracting,7,Won,6058,0.19,0.45
10487,1160,105,20240403,20240415,BI Reporting,Qualification,2,Lost,20098,0.31,0.04
10488,1895,131,20240417,20240424,Security,Proposal,5,Lost,274309,0.23,0.02
10489,1628,106,20240402,20240415,CRM,Qualification,2,Lost,23680,0.34,0.07
10490,1143,135,20240429,20240523,Analytics,Prospecting,1,Lost,7111,0.23,0.02
10491,1084,154,20240422,20240605,Analytics,Prospecting,1,Lost,1751,0.29,0.02
10492,1975,135,20240416,20240419,CRM,Prospecting,1,Lost,40251,0.11,0.02
10493,1811,122,20240415,20240522,Analytics,Contracting,7,Won,87553,0.14,0.49
10494,1735,103,20240417,20240531,CRM,Contracting,7,Won,45355,0.39,0.69
10495,1641,115,20240405,20240826,BI Reporting,Contracting,7,Won,32624,0.33,0.45
10496,1838,125,20240402,20240408,Analytics,Prospecting,1,Lost,124920,0.18,0.02
10497,1724,130,20240417,20240701,Analytics,Prospecting,1,Lost,25375,0.18,0.02
10498,1750,113,20240409,20240606,BI Reporting,Discovery,3,Lost,76689,0.33,0.02
10499,1063,151,20240418,20240419,HR Tech,Qualification,2,Lost,11059,0.48,0.21
10500,1007,127,20240417,20240516,CRM,Proposal,5,Lost,2440,0.34,0.55
10501,1270,110,20240402,20240611,Analytics,Contracting,7,Won,22760,0.38,0.55
10502,1997,129,20240405,20240516,Analytics,Discovery,3,Lost,76254,0.25,0.02
10503,1780,135,20240419,20240626,CRM,Discovery,3,Lost,16166,0.28,0.02
10504,1869,109,20240423,20240723,Security,Prospecting,1,Lost,54923,0.05,0.02
10505,1405,109,20240410,20240809,BI Reporting,Demo,4,Lost,3430,0.23,0.27
10506,1423,130,20240404,20240419,BI Reporting,Prospecting,1,Lost,6247,0.16,0.02
10507,1224,113,20240424,20240430,HR Tech,Prospecting,1,Lost,13223,0.51,0.02
10508,1354,150,20240424,20240701,Analytics,Proposal,5,Lost,11692,0.22,0.26
10509,1671,101,20240408,20240430,Security,Qualification,2,Lost,33445,0.31,0.04
10510,1166,141,20240419,20240514,CRM,Discovery,3,Lost,1504,0.26,0.02
10511,1506,105,20240405,20240514,Security,Contracting,7,Won,79158,0.4,0.75
10512,1062,138,20240423,20240514,BI Reporting,Proposal,5,Lost,7190,0.12,0.16
10513,1441,150,20240402,20240614,CRM,Prospecting,1,Lost,14043,0.22,0.02
10514,1921,141,20240408,20240509,HR Tech,Prospecting,1,Lost,40786,0.05,0.02
10515,1691,138,20240412,20240520,CRM,Prospecting,1,Lost,20433,0.07,0.02
10516,1790,129,20240411,20240411,Security,Prospecting,1,Lost,19317,0.38,0.02
10517,1269,129,20240423,20240508,Security,Prospecting,1,Lost,10385,0.26,0.02
10518,1761,119,20240418,20240705,HR Tech,Contracting,7,Won,39277,0.28,0.45
10519,1308,125,20240417,20240603,HR Tech,Contracting,7,Won,8135,0.26,0.61
10520,1763,128,20240415,20240822,Analytics,Contracting,7,Won,29949,0.18,0.46
10521,1175,129,20240417,20240521,CRM,Contracting,7,Won,14319,0.2,0.48
10522,1420,119,20240419,20240424,HR Tech,Contracting,7,Won,10563,0.35,0.7
10523,1946,115,20240409,20240423,HR Tech,Prospecting,1,Lost,221536,0.22,0.02
10524,1921,151,20240425,20240612,HR Tech,Qualification,2,Lost,218535,0.19,0.02
10525,1146,107,20240412,20240416,HR Tech,Prospecting,1,Lost,18749,0.34,0.02
10526,1026,155,20240405,20240415,Analytics,Qualification,2,Lost,8189,0.28,0.02
10527,1892,121,20240422,20240521,Analytics,Prospecting,1,Lost,66176,0.05,0.02
10528,1015,119,20240422,20240516,HR Tech,Contracting,7,Won,13842,0.24,0.45
10529,1177,153,20240409,20240417,Analytics,Prospecting,1,Lost,12714,0.19,0.02
10530,1189,155,20240408,20241209,Analytics,Contracting,7,Won,4553,0.39,0.74
10531,1401,101,20240417,20240603,HR Tech,Prospecting,1,Lost,5455,0.36,0.02
10532,1346,112,20240419,20240705,Analytics,Contracting,7,Won,3355,0.32,0.67
10533,1402,125,20240402,20240614,Analytics,Qualification,2,Lost,7972,0.31,0.02
10534,1979,150,20240417,20240617,BI Reporting,Prospecting,1,Lost,96394,0.17,0.02
10535,1195,111,20240410,20240416,HR Tech,Qualification,2,Lost,5971,0.14,0.02
10536,1512,138,20240405,20240430,HR Tech,Prospecting,1,Lost,24257,0.09,0.02
10537,1873,155,20240410,20240412,Analytics,Prospecting,1,Lost,123876,0.11,0.02
10538,1062,133,20240415,20240802,Security,Demo,4,Lost,8473,0.44,0.55
10539,1976,105,20240403,20240517,Security,Contracting,7,Won,285079,0.23,0.58
10540,1623,125,20240408,20240409,Security,Contracting,7,Won,24271,0.35,0.7
10541,1532,111,20240418,20240422,HR Tech,Qualification,2,Lost,17091,0.19,0.02
10542,1503,122,20240419,20240522,CRM,Discovery,3,Lost,35185,0.24,0.02
10543,1163,131,20240416,20240812,Security,Contracting,7,Won,15178,0.38,0.73
10544,1634,133,20240403,20240510,HR Tech,Discovery,3,Lost,60083,0.4,0.13
10545,1614,106,20240409,20240410,Analytics,Qualification,2,Lost,54710,0.29,0.02
10546,1350,113,20240410,20240523,Security,Contracting,7,Lost,9198,0.47,0.52
10547,1579,119,20240423,20241217,HR Tech,Contracting,7,Won,19136,0.28,0.56
10548,1458,101,20240412,20240607,Security,Prospecting,1,Lost,9832,0.32,0.05
10549,1215,111,20240405,20240423,Security,Contracting,7,Won,6638,0.09,0.45
10550,1932,111,20240419,20240429,Security,Proposal,5,Lost,71207,0.05,0.27
10551,1288,147,20240423,20240510,BI Reporting,Prospecting,1,Lost,8582,0.25,0.02
10552,1813,129,20240425,20240430,Security,Prospecting,1,Lost,85477,0.28,0.02
10553,1131,153,20240423,20240503,Security,Qualification,2,Lost,13365,0.25,0.02
10554,1995,129,20240408,20240412,Analytics,Prospecting,1,Lost,137704,0.11,0.02
10555,1243,130,20240416,20240514,Analytics,Contracting,7,Won,5002,0.25,0.45
10556,1482,129,20240418,20240423,CRM,Discovery,3,Lost,8135,0.32,0.02
10557,1902,127,20240424,20240808,CRM,Demo,4,Lost,65175,0.05,0.27
10558,1152,141,20240418,20240507,BI Reporting,Qualification,2,Lost,3634,0.3,0.03
10559,1542,105,20240408,20240419,HR Tech,Demo,4,Lost,50322,0.36,0.48
10560,1923,130,20240405,20240411,Security,Contracting,7,Lost,44386,0.09,0.39
10561,1399,124,20240405,20240426,Analytics,Prospecting,1,Lost,7525,0.39,0.12
10562,1147,135,20240402,20240422,Security,Prospecting,1,Lost,7944,0.19,0.02
10563,1061,141,20240408,20240410,HR Tech,Prospecting,1,Lost,3020,0.31,0.02
10564,1649,111,20240408,20240620,CRM,Qualification,2,Lost,20722,0.21,0.02
10565,1845,119,20240417,20241118,BI Reporting,Contracting,7,Won,123249,0.08,0.45
10566,1150,128,20240424,20240502,Security,Proposal,5,Lost,8243,0.35,0.32
10567,1322,125,20240402,20240409,BI Reporting,Prospecting,1,Lost,11786,0.26,0.02
10568,1844,110,20240411,20240612,Analytics,Discovery,3,Lost,256653,0.16,0.02
10569,1124,130,20240403,20240416,Security,Qualification,2,Lost,7008,0.17,0.02
10570,1754,103,20240416,20240613,Analytics,Prospecting,1,Lost,54308,0.36,0.02
10571,1517,147,20240419,20240509,Security,Prospecting,1,Lost,31267,0.31,0.02
10572,1386,147,20240429,20240430,HR Tech,Qualification,2,Lost,14479,0.31,0.04
10573,1874,150,20240402,20240529,CRM,Discovery,3,Lost,99082,0.07,0.02
10574,1210,112,20240419,20240425,Analytics,Qualification,2,Lost,7851,0.32,0.02
10575,1030,101,20240423,20240503,HR Tech,Qualification,2,Lost,4289,0.36,0.02
10576,1477,119,20240415,20240523,Analytics,Prospecting,1,Lost,10318,0.26,0.02
10577,1392,131,20240415,20240711,BI Reporting,Contracting,7,Won,10143,0.48,0.71
10578,1455,130,20240423,20240513,Security,Contracting,7,Won,1882,0.33,0.68
10579,1281,154,20240404,20240516,HR Tech,Qualification,2,Lost,3260,0.34,0.02
10580,1724,110,20240419,20240423,BI Reporting,Proposal,5,Lost,49709,0.46,0.55
10581,1167,113,20240411,20241017,BI Reporting,Discovery,3,Lost,9211,0.48,0.21
10582,1980,115,20240429,20240603,CRM,Contracting,7,Won,132483,0.23,0.45
10583,1889,103,20240408,20240424,Security,Qualification,2,Lost,244854,0.23,0.02
10584,1378,125,20240424,20240510,Analytics,Demo,4,Lost,8165,0.32,0.37
10585,1738,150,20240409,20240506,HR Tech,Demo,4,Lost,16668,0.24,0.29
10586,1445,131,20240411,20240619,Security,Contracting,7,Won,17960,0.47,0.54
10587,1335,109,20240412,20240412,BI Reporting,Discovery,3,Lost,7849,0.12,0.02
10588,1036,141,20240405,20240524,Security,Qualification,2,Lost,3654,0.32,0.02
10589,1775,129,20240412,20240604,BI Reporting,Contracting,7,Won,17580,0.31,0.45
10590,1524,153,20240411,20240816,CRM,Demo,4,Lost,23642,0.27,0.32
10591,1066,125,20240419,20240509,CRM,Prospecting,1,Lost,5292,0.32,0.02
10592,1105,107,20240410,20240419,BI Reporting,Prospecting,1,Lost,10353,0.44,0.17
10593,1731,155,20240423,20240429,Analytics,Qualification,2,Lost,21020,0.38,0.11
10594,1369,141,20240405,20240425,Security,Demo,4,Lost,3770,0.25,0.22
